PRISM Time Series Data
Location:  Lat: 41.8283   Lon: -72.2371   Elev: 158m
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Feb-12
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmean (degrees C)
2024-11-29,11.53,3.1
2024-11-30,0.00,2.4
2024-12-01,0.00,-2.6
2024-12-02,0.00,-3.9
2024-12-03,0.00,-3.3
2024-12-04,0.00,-3.7
2024-12-05,18.35,-2.7
2024-12-06,1.78,-0.6
2024-12-07,0.00,-4.6
2024-12-08,0.36,-2.2
2024-12-09,0.00,2.6
2024-12-10,6.16,3.0
2024-12-11,11.44,2.7
2024-12-12,50.06,8.2
2024-12-13,0.00,-1.6
2024-12-14,0.00,-6.3
2024-12-15,0.00,-6.0
2024-12-16,2.54,-5.5
2024-12-17,13.62,5.1
2024-12-18,0.00,5.6
2024-12-19,15.66,4.0
2024-12-20,0.00,1.2
2024-12-21,2.82,-2.2
2024-12-22,0.00,-8.3
2024-12-23,0.00,-12.5
2024-12-24,0.00,-10.4
2024-12-25,0.47,-3.7
2024-12-26,0.00,-4.9
2024-12-27,0.00,-3.6
2024-12-28,0.00,-3.1
2024-12-29,5.08,3.2
2024-12-30,19.56,8.2
2024-12-31,1.13,7.1
2025-01-01,18.33,5.5
2025-01-02,8.26,4.3
2025-01-03,0.00,1.7
2025-01-04,0.00,-1.4
2025-01-05,0.00,-3.5
2025-01-06,0.00,-3.7
2025-01-07,0.00,-7.5
2025-01-08,0.00,-7.2
2025-01-09,0.00,-6.5
2025-01-10,0.00,-5.5
2025-01-11,0.69,-1.0
2025-01-12,0.81,-3.2
2025-01-13,0.00,-1.3
2025-01-14,0.00,-1.2
2025-01-15,0.00,-4.4
2025-01-16,0.00,-6.9
2025-01-17,0.00,-6.2
2025-01-18,0.00,-3.8
2025-01-19,8.24,0.3
2025-01-20,7.36,-2.5
2025-01-21,0.00,-12.2
2025-01-22,0.00,-13.8
2025-01-23,0.00,-12.7
2025-01-24,0.00,-8.3
2025-01-25,0.00,-7.8
2025-01-26,0.00,-7.3
2025-01-27,0.00,-2.2
2025-01-28,0.00,-2.2
2025-01-29,0.00,-2.4
2025-01-30,0.00,-0.5
2025-01-31,0.00,-4.6
2025-02-01,13.58,1.2
2025-02-02,0.00,-7.1
2025-02-03,4.43,-8.2
2025-02-04,0.00,1.1
2025-02-05,0.00,-2.0
2025-02-06,0.00,-6.8
2025-02-07,6.99,-2.5
2025-02-08,0.00,-2.4
2025-02-09,10.10,-3.7
2025-02-10,0.63,-4.3
2025-02-11,0.00,-6.7
2025-02-12,0.00,-6.4
2025-02-13,6.84,-1.2
2025-02-14,0.11,-0.5
2025-02-15,0.00,-4.8
2025-02-16,14.72,-4.8
2025-02-17,23.95,-1.8
2025-02-18,0.00,-6.3
2025-02-19,0.00,-7.8
2025-02-20,0.00,-7.9
2025-02-21,0.00,-6.7
2025-02-22,0.00,-5.4
2025-02-23,0.00,-3.2
2025-02-24,0.00,0.8
2025-02-25,0.00,1.8
2025-02-26,0.00,5.7
2025-02-27,0.82,5.1
2025-02-28,2.87,3.6
2025-03-01,0.30,2.7
2025-03-02,0.41,1.0
2025-03-03,0.00,-8.3
2025-03-04,0.00,-5.9
2025-03-05,0.00,1.8
2025-03-06,37.72,9.7
2025-03-07,1.13,5.0
2025-03-08,0.00,-0.3
2025-03-09,0.00,-0.3
2025-03-10,0.00,1.2
2025-03-11,0.00,7.3
2025-03-12,0.00,8.1
2025-03-13,0.00,5.8
2025-03-14,0.00,5.9
2025-03-15,0.00,7.9
2025-03-16,0.00,8.1
2025-03-17,32.37,13.3
2025-03-18,1.65,6.6
2025-03-19,0.00,6.0
2025-03-20,0.00,10.9
2025-03-21,4.58,9.6
2025-03-22,0.00,2.5
2025-03-23,0.00,5.5
2025-03-24,0.00,1.3
2025-03-25,17.29,3.2
2025-03-26,0.00,5.3
2025-03-27,0.00,3.7
2025-03-28,0.00,3.1
2025-03-29,1.28,8.6
2025-03-30,1.47,4.4
2025-03-31,0.00,5.3
2025-04-01,13.05,9.7
2025-04-02,0.00,4.0
2025-04-03,7.72,4.2
2025-04-04,2.97,11.5
2025-04-05,0.00,10.9
2025-04-06,14.70,5.8
2025-04-07,2.38,7.0
2025-04-08,2.35,2.6
2025-04-09,0.37,0.4
2025-04-10,0.00,1.5
2025-04-11,5.80,4.5
2025-04-12,14.93,4.2
2025-04-13,0.00,1.7
2025-04-14,0.00,5.0
2025-04-15,1.88,12.9
2025-04-16,1.09,11.2
2025-04-17,0.00,6.0
2025-04-18,0.00,6.8
2025-04-19,0.00,11.6
2025-04-20,0.00,18.8
2025-04-21,0.00,8.8
2025-04-22,6.99,10.1
2025-04-23,0.00,16.3
2025-04-24,0.00,14.2
2025-04-25,0.00,16.6
2025-04-26,13.84,19.2
2025-04-27,10.50,11.2
2025-04-28,0.00,9.2
2025-04-29,0.00,14.8
2025-04-30,0.00,18.0
2025-05-01,0.00,12.1
2025-05-02,5.17,14.9
2025-05-03,0.00,19.1
2025-05-04,15.67,21.2
2025-05-05,18.46,18.1
2025-05-06,35.66,12.8
2025-05-07,9.36,14.2
2025-05-08,0.00,16.5
2025-05-09,2.72,18.2
2025-05-10,34.55,11.1
2025-05-11,0.00,11.9
2025-05-12,0.00,12.1
2025-05-13,0.00,15.3
2025-05-14,0.00,16.2
2025-05-15,18.97,18.8
2025-05-16,2.48,18.9
2025-05-17,0.00,19.9
2025-05-18,4.38,18.5
2025-05-19,0.00,14.6
2025-05-20,0.00,11.7
2025-05-21,0.00,11.9
2025-05-22,5.44,8.2
2025-05-23,48.70,6.5
2025-05-24,3.15,8.6
2025-05-25,0.86,11.9
2025-05-26,0.00,11.6
2025-05-27,0.00,14.5
2025-05-28,0.00,16.7
2025-05-29,3.27,17.1
2025-05-30,0.00,15.6
2025-05-31,15.22,18.4
2025-06-01,9.31,12.0
2025-06-02,0.00,11.2
2025-06-03,0.00,13.9
2025-06-04,0.00,17.9
2025-06-05,0.00,19.6
2025-06-06,0.00,25.2
2025-06-07,0.17,23.7
2025-06-08,26.84,17.9
2025-06-09,1.94,18.6
2025-06-10,0.00,17.8
2025-06-11,7.83,15.9
2025-06-12,0.00,20.2
2025-06-13,0.00,21.7
2025-06-14,0.67,20.1
2025-06-15,1.57,14.0
2025-06-16,0.00,16.3
2025-06-17,4.57,19.8
2025-06-18,3.76,17.8
2025-06-19,0.00,21.1
2025-06-20,0.00,25.2
2025-06-21,0.00,20.4
2025-06-22,1.47,24.1
2025-06-23,0.88,26.0
2025-06-24,0.00,28.1
2025-06-25,0.00,29.1
2025-06-26,0.37,26.0
2025-06-27,3.31,16.8
2025-06-28,0.00,18.5
2025-06-29,0.29,20.3
2025-06-30,0.00,22.0
2025-07-01,0.00,25.0
2025-07-02,31.06,25.9
2025-07-03,0.00,22.8
2025-07-04,8.66,21.8
2025-07-05,0.00,19.2
2025-07-06,0.00,21.8
2025-07-07,0.00,25.0
2025-07-08,1.57,25.6
2025-07-09,21.35,26.9
2025-07-10,37.25,23.9
2025-07-11,2.10,21.4
2025-07-12,0.00,23.6
2025-07-13,0.00,22.8
2025-07-14,0.00,23.8
2025-07-15,1.26,22.7
2025-07-16,0.00,25.9
2025-07-17,0.00,27.3
2025-07-18,0.00,25.1
2025-07-19,0.00,19.4
2025-07-20,0.00,22.8
2025-07-21,15.32,23.0
2025-07-22,0.00,17.9
2025-07-23,0.00,18.8
2025-07-24,0.00,21.3
2025-07-25,0.00,23.9
2025-07-26,2.56,25.2
2025-07-27,0.00,20.9
2025-07-28,1.40,20.3
2025-07-29,0.00,25.9
2025-07-30,0.00,27.2
2025-07-31,0.00,26.8
2025-08-01,25.44,19.5
2025-08-02,0.00,17.0
2025-08-03,0.00,18.1
2025-08-04,0.00,20.3
2025-08-05,0.00,22.1
2025-08-06,0.00,20.9
2025-08-07,0.00,20.1
2025-08-08,0.00,19.0
2025-08-09,0.00,19.1
2025-08-10,0.00,20.8
2025-08-11,0.00,23.2
2025-08-12,0.00,23.7
2025-08-13,0.00,24.3
2025-08-14,1.05,25.2
2025-08-15,0.00,24.6
2025-08-16,0.00,22.5
2025-08-17,0.00,23.2
2025-08-18,28.13,22.8
2025-08-19,0.00,17.2
2025-08-20,0.55,17.9
2025-08-21,38.08,14.2
2025-08-22,0.00,14.8
2025-08-23,0.00,19.6
2025-08-24,0.00,20.1
2025-08-25,0.00,21.0
2025-08-26,0.00,19.8
2025-08-27,0.00,17.0
2025-08-28,0.00,14.8
2025-08-29,0.00,16.7
2025-08-30,9.15,15.3
2025-08-31,0.00,15.6
2025-09-01,0.00,17.7
2025-09-02,0.00,15.8
2025-09-03,0.00,17.2
2025-09-04,0.00,17.5
2025-09-05,10.07,18.5
2025-09-06,0.00,21.9
2025-09-07,30.56,20.8
2025-09-08,10.61,12.2
2025-09-09,0.00,14.5
2025-09-10,0.00,15.6
2025-09-11,0.00,15.4
2025-09-12,0.00,17.8
2025-09-13,0.00,16.3
2025-09-14,0.00,17.0
2025-09-15,0.00,18.9
2025-09-16,0.00,19.5
2025-09-17,0.00,17.2
2025-09-18,0.00,18.6
2025-09-19,0.00,19.3
2025-09-20,0.00,16.7
2025-09-21,0.00,14.0
2025-09-22,0.00,13.5
2025-09-23,0.00,15.4
2025-09-24,30.61,19.9
2025-09-25,13.40,18.2
2025-09-26,13.14,19.0
2025-09-27,0.00,19.1
2025-09-28,0.32,19.5
2025-09-29,0.00,19.7
2025-09-30,0.00,18.3
2025-10-01,0.00,16.9
2025-10-02,0.00,12.3
2025-10-03,0.00,10.8
2025-10-04,0.00,13.7
2025-10-05,0.00,17.5
2025-10-06,0.00,19.8
2025-10-07,0.00,20.1
2025-10-08,5.17,20.2
2025-10-09,9.85,11.6
2025-10-10,0.00,5.8
2025-10-11,0.00,7.7
2025-10-12,0.00,13.7
2025-10-13,29.33,11.5
2025-10-14,6.73,10.8
2025-10-15,0.00,11.9
2025-10-16,0.00,9.2
2025-10-17,0.00,8.7
2025-10-18,0.00,9.3
2025-10-19,0.00,10.4
2025-10-20,14.47,13.1
2025-10-21,12.60,12.4
2025-10-22,19.39,12.9
2025-10-23,0.71,10.5
2025-10-24,0.00,8.4
2025-10-25,0.00,7.8
2025-10-26,0.00,7.4
2025-10-27,0.00,5.9
2025-10-28,0.00,5.8
2025-10-29,0.00,7.5
2025-10-30,0.00,8.5
2025-10-31,41.00,11.1
2025-11-01,0.00,10.1
2025-11-02,0.00,5.2
2025-11-03,0.00,5.3
2025-11-04,5.86,7.5
2025-11-05,0.00,6.4
2025-11-06,1.14,8.0
2025-11-07,0.00,3.7
2025-11-08,7.55,5.3
2025-11-09,0.36,10.1
2025-11-10,2.47,10.7
2025-11-11,8.52,5.6
2025-11-12,0.00,0.7
2025-11-13,0.00,3.3
2025-11-14,0.00,3.0
2025-11-15,0.00,1.6
2025-11-16,17.42,2.1
2025-11-17,0.00,5.5
2025-11-18,0.00,2.0
2025-11-19,0.00,1.3
2025-11-20,0.00,1.4
2025-11-21,0.00,1.0
2025-11-22,2.41,2.3
2025-11-23,3.48,1.0
2025-11-24,0.00,-0.5
2025-11-25,0.00,3.6
2025-11-26,13.63,6.7
2025-11-27,1.03,8.5
2025-11-28,0.00,3.1
2025-11-29,0.00,1.3
2025-11-30,0.00,0.5
2025-12-01,6.48,1.9
2025-12-02,0.00,-0.7
2025-12-03,24.43,-0.5
2025-12-04,0.00,-1.5
2025-12-05,0.00,-5.4
2025-12-06,0.00,-8.3
2025-12-07,0.54,-1.1
2025-12-08,0.00,-1.5
2025-12-09,0.00,-9.1
2025-12-10,0.00,-6.9
2025-12-11,8.06,2.5
2025-12-12,0.00,-3.4
2025-12-13,0.00,-3.1
2025-12-14,2.06,-1.0
2025-12-15,3.06,-6.9
2025-12-16,0.00,-8.6
2025-12-17,0.00,-3.5
2025-12-18,0.00,0.9
2025-12-19,2.72,3.3
2025-12-20,34.80,5.7
2025-12-21,0.00,0.3
2025-12-22,0.00,0.6
2025-12-23,0.00,-2.2
2025-12-24,3.36,-0.0
2025-12-25,0.00,-0.8
2025-12-26,0.00,-3.4
2025-12-27,9.87,-7.8
2025-12-28,0.00,-8.3
2025-12-29,4.02,-4.9
2025-12-30,11.50,0.1
2025-12-31,0.00,-4.3
