Time,Q (m3/s),Q (ft3/s)
02/29/2024,3.2281152,114
03/01/2024,1.87740384,66.3
03/02/2024,2.13508672,75.4
03/03/2024,5.238608,185
03/04/2024,2.65894752,93.9
03/05/2024,2.2087104,78
03/06/2024,2.57399712,90.9
03/07/2024,11.4966208,406
03/08/2024,4.813856,170
03/09/2024,3.1431648,111
03/10/2024,11.9496896,422
03/11/2024,4.7572224,168
03/12/2024,3.114848,110
03/13/2024,2.59665056,91.7
03/14/2024,2.2370272,79
03/15/2024,2.00766112,70.9
03/16/2024,1.84342368,65.1
03/17/2024,1.73865152,61.4
03/18/2024,1.58007744,55.8
03/19/2024,1.4583152,51.5
03/20/2024,1.41867168,50.1
03/21/2024,1.36203808,48.1
03/22/2024,1.22045408,43.1
03/23/2024,6.7110816,237
03/24/2024,7.9003872,279
03/25/2024,3.0865312,109
03/26/2024,2.31065088,81.6
03/27/2024,2.052968,72.5
03/28/2024,5.0687072,179
03/29/2024,5.238608,185
03/30/2024,2.9449472,104
03/31/2024,2.34179936,82.7
04/01/2024,2.03314624,71.8
04/02/2024,1.95102752,68.9
04/03/2024,2.75239296,97.2
04/04/2024,6.1164288,216
04/05/2024,3.5112832,124
04/06/2024,2.55417536,90.2
04/07/2024,2.1096016,74.5
04/08/2024,1.89439392,66.9
04/09/2024,1.73015648,61.1
04/10/2024,1.57724576,55.7
04/11/2024,1.55176064,54.8
04/12/2024,8.1552384,288
04/13/2024,4.3041536,152
04/14/2024,2.68443264,94.8
04/15/2024,2.26817568,80.1
04/16/2024,1.95102752,68.9
04/17/2024,1.73581984,61.3
04/18/2024,2.3502944,83
04/19/2024,2.4494032,86.5
04/20/2024,2.1662352,76.5
04/21/2024,1.84625536,65.2
04/22/2024,1.60839424,56.8
04/23/2024,1.4441568,51
04/24/2024,1.35354304,47.8
04/25/2024,1.23461248,43.6
04/26/2024,1.15249376,40.7
04/27/2024,1.08453344,38.3
04/28/2024,1.25160256,44.2
04/29/2024,1.2884144,45.5
04/30/2024,1.132672,40
05/01/2024,1.1893056,42
05/02/2024,1.07887008,38.1
05/03/2024,0.96843456,34.2
05/04/2024,0.89481088,31.6
05/05/2024,0.96843456,34.2
05/06/2024,1.65936448,58.6
05/07/2024,1.20063232,42.4
05/08/2024,1.86324544,65.8
05/09/2024,1.95952256,69.2
05/10/2024,1.3733648,48.5
05/11/2024,1.18647392,41.9
05/12/2024,0.99675136,35.2
05/13/2024,0.91180096,32.2
05/14/2024,0.849504,30
05/15/2024,0.849504,30
05/16/2024,3.5679168,126
05/17/2024,2.18888864,77.3
05/18/2024,1.83776032,64.9
05/19/2024,1.81510688,64.1
05/20/2024,1.48380032,52.4
05/21/2024,1.19780064,42.3
05/22/2024,1.0335632,36.5
05/23/2024,1.25160256,44.2
05/24/2024,1.12700864,39.8
05/25/2024,0.88914752,31.4
05/26/2024,0.78720704,27.8
05/27/2024,0.80419712,28.4
05/28/2024,1.05338496,37.2
05/29/2024,0.81552384,28.8
05/30/2024,0.94011776,33.2
05/31/2024,0.78720704,27.8
06/01/2024,0.66261312,23.4
06/02/2024,0.60031616,21.2
06/03/2024,0.51819744,18.3
06/04/2024,0.4530688,16
06/05/2024,0.424752,15
06/06/2024,0.42758368,15.1
06/07/2024,0.44174208,15.6
06/08/2024,0.39360352,13.9
06/09/2024,0.42192032,14.9
06/10/2024,0.43324704,15.3
06/11/2024,0.38510848,13.6
06/12/2024,0.34829664,12.3
06/13/2024,0.31997984,11.3
06/14/2024,0.2973264,10.5
06/15/2024,0.28883136,10.2
06/16/2024,0.261364064,9.23
06/17/2024,0.225684896,7.97
06/18/2024,0.215774016,7.62
06/19/2024,0.201615616,7.12
06/20/2024,0.184908704,6.53
06/21/2024,0.220021536,7.77
06/22/2024,0.79853376,28.2
06/23/2024,1.7414832,61.5
06/24/2024,0.90047424,31.8
06/25/2024,0.51819744,18.3
06/26/2024,0.38794016,13.7
06/27/2024,0.73906848,26.1
06/28/2024,0.4105936,14.5
06/29/2024,0.35112832,12.4
06/30/2024,0.778712,27.5
07/01/2024,1.1893056,42
07/02/2024,0.64845472,22.9
07/03/2024,0.42758368,15.1
07/04/2024,0.36245504,12.8
07/05/2024,0.5804944,20.5
07/06/2024,0.88065248,31.1
07/07/2024,0.69092992,24.4
07/08/2024,0.4813856,17
07/09/2024,0.36245504,12.8
07/10/2024,0.2973264,10.5
07/11/2024,0.283168,10
07/12/2024,0.24494032,8.65
07/13/2024,0.283168,10
07/14/2024,0.272124448,9.61
07/15/2024,0.204164128,7.21
07/16/2024,0.169617632,5.99
07/17/2024,0.173298816,6.12
07/18/2024,0.25626704,9.05
07/19/2024,0.184625536,6.52
07/20/2024,0.149795872,5.29
07/21/2024,0.147530528,5.21
07/22/2024,0.116382048,4.11
07/23/2024,0.190288896,6.72
07/24/2024,0.191987904,6.78
07/25/2024,0.4105936,14.5
07/26/2024,0.38510848,13.6
07/27/2024,0.216057184,7.63
07/28/2024,0.158290912,5.59
07/29/2024,1.44132512,50.9
07/30/2024,0.92595936,32.7
07/31/2024,0.55784096,19.7
08/01/2024,0.45023712,15.9
08/02/2024,0.35962336,12.7
08/03/2024,0.283168,10
08/04/2024,0.30865312,10.9
08/05/2024,0.35962336,12.7
08/06/2024,0.32281152,11.4
08/07/2024,0.58332608,20.6
08/08/2024,0.43607872,15.4
08/09/2024,0.41625696,14.7
08/10/2024,0.70508832,24.9
08/11/2024,0.48421728,17.1
08/12/2024,0.36528672,12.9
08/13/2024,0.30298976,10.7
08/14/2024,0.245223488,8.66
08/15/2024,0.217189856,7.67
08/16/2024,0.259948224,9.18
08/17/2024,0.212092832,7.49
08/18/2024,0.54934592,19.4
08/19/2024,1.50362208,53.1
08/20/2024,1.24877088,44.1
08/21/2024,0.70225664,24.8
08/22/2024,0.49837568,17.6
08/23/2024,0.39077184,13.8
08/24/2024,0.3256432,11.5
08/25/2024,0.28599968,10.1
08/26/2024,0.495544,17.5
08/27/2024,0.90896928,32.1
08/28/2024,0.57199936,20.2
08/29/2024,0.42758368,15.1
08/30/2024,0.33696992,11.9
08/31/2024,0.28883136,10.2
09/01/2024,0.266744256,9.42
09/02/2024,0.248338336,8.77
09/03/2024,0.199916608,7.06
09/04/2024,0.173581984,6.13
09/05/2024,0.154892896,5.47
09/06/2024,0.160273088,5.66
09/07/2024,0.15998992,5.65
09/08/2024,0.198500768,7.01
09/09/2024,0.172449312,6.09
09/10/2024,0.154043392,5.44
09/11/2024,0.124877088,4.41
09/12/2024,0.106188,3.75
09/13/2024,0.096843456,3.42
09/14/2024,0.089764256,3.17
09/15/2024,0.088065248,3.11
09/16/2024,0.075605856,2.67
09/17/2024,0.069942496,2.47
09/18/2024,0.067677152,2.39
09/19/2024,0.071641504,2.53
09/20/2024,0.066827648,2.36
09/21/2024,0.06937616,2.45
09/22/2024,0.070508832,2.49
09/23/2024,0.067677152,2.39
09/24/2024,0.068526656,2.42
09/25/2024,0.072491008,2.56
09/26/2024,0.094578112,3.34
09/27/2024,0.222570048,7.86
09/28/2024,0.143566176,5.07
09/29/2024,0.116382048,4.11
09/30/2024,0.098259296,3.47
10/01/2024,0.08919792,3.15
10/02/2024,0.081835552,2.89
10/03/2024,0.069942496,2.47
10/04/2024,0.063995968,2.26
10/05/2024,0.062580128,2.21
10/06/2024,0.05521776,1.95
10/07/2024,0.069092992,2.44
10/08/2024,0.100241472,3.54
10/09/2024,0.077588032,2.74
10/10/2024,0.065411808,2.31
10/11/2024,0.058332608,2.06
10/12/2024,0.048988064,1.73
10/13/2024,0.053518752,1.89
10/14/2024,0.066261312,2.34
10/15/2024,0.06937616,2.45
10/16/2024,0.06088112,2.15
10/17/2024,0.063146464,2.23
10/18/2024,0.062013792,2.19
10/19/2024,0.062863296,2.22
10/20/2024,0.063146464,2.23
10/21/2024,0.099958304,3.53
10/22/2024,0.078437536,2.77
10/23/2024,0.066261312,2.34
10/24/2024,0.069659328,2.46
10/25/2024,0.0637128,2.25
10/26/2024,0.061730624,2.18
10/27/2024,0.064562304,2.28
10/28/2024,0.069092992,2.44
10/29/2024,0.068526656,2.42
10/30/2024,0.071358336,2.52
10/31/2024,0.070792,2.5
11/01/2024,0.070225664,2.48
11/02/2024,0.063146464,2.23
11/03/2024,0.063146464,2.23
11/04/2024,0.060597952,2.14
11/05/2024,0.068809824,2.43
11/06/2024,0.05946528,2.1
11/07/2024,0.057199936,2.02
11/08/2024,0.056350432,1.99
11/09/2024,0.059748448,2.11
11/10/2024,0.0566336,2
11/11/2024,0.085516736,3.02
11/12/2024,0.088348416,3.12
11/13/2024,0.0778712,2.75
11/14/2024,0.075605856,2.67
11/15/2024,0.07220784,2.55
11/16/2024,0.073057344,2.58
11/17/2024,0.064562304,2.28
11/18/2024,0.069092992,2.44
11/19/2024,0.067393984,2.38
11/20/2024,0.067393984,2.38
11/21/2024,0.16140576,5.7
11/22/2024,0.6512864,23
11/23/2024,0.4530688,16
11/24/2024,0.35396,12.5
11/25/2024,0.24918784,8.8
11/26/2024,0.215774016,7.62
11/27/2024,0.212092832,7.49
11/28/2024,0.25909872,9.15
11/29/2024,0.3398016,12
11/30/2024,0.249471008,8.81
12/01/2024,0.208694816,7.37
12/02/2024,0.171882976,6.07
12/03/2024,0.146681024,5.18
12/04/2024,0.150645376,5.32
12/05/2024,0.274106624,9.68
12/06/2024,0.274106624,9.68
12/07/2024,0.197651264,6.98
12/08/2024,0.212092832,7.49
12/09/2024,0.251453184,8.88
12/10/2024,0.4672272,16.5
12/11/2024,2.78637312,98.4
12/12/2024,4.9271232,174
12/13/2024,1.38185984,48.8
12/14/2024,0.84384064,29.8
12/15/2024,0.67110816,23.7
12/16/2024,0.56916768,20.1
12/17/2024,1.11001856,39.2
12/18/2024,0.91180096,32.2
12/19/2024,1.37053312,48.4
12/20/2024,0.92879104,32.8
12/21/2024,0.7503952,26.5
12/22/2024,0.58615776,20.7
12/23/2024,0.48704896,17.2
12/24/2024,0.48704896,17.2
12/25/2024,0.44740544,15.8
12/26/2024,0.39077184,13.8
12/27/2024,0.3681184,13
12/28/2024,0.4389104,15.5
12/29/2024,0.60031616,21.2
12/30/2024,1.61688928,57.1
12/31/2024,1.23744416,43.7
01/01/2025,1.8830672,66.5
01/02/2025,1.52344384,53.8
01/03/2025,1.05621664,37.3
01/04/2025,0.84667232,29.9
01/05/2025,0.71924672,25.4
01/06/2025,0.63995968,22.6
01/07/2025,0.58615776,20.7
01/08/2025,0.46439552,16.4
01/09/2025,0.44174208,15.6
01/10/2025,0.4389104,15.5
01/11/2025,0.47289056,16.7
01/12/2025,0.4530688,16
01/13/2025,0.44740544,15.8
01/14/2025,0.424752,15
01/15/2025,0.3681184,13
01/16/2025,0.37378176,13.2
01/17/2025,0.36528672,12.9
01/18/2025,0.37661344,13.3
01/19/2025,0.48421728,17.1
01/20/2025,0.48421728,17.1
01/21/2025,0.40209856,14.2
01/22/2025,0.35962336,12.7
01/23/2025,0.39077184,13.8
01/24/2025,0.37944512,13.4
01/25/2025,0.35396,12.5
01/26/2025,0.35112832,12.4
01/27/2025,0.36245504,12.8
01/28/2025,0.34829664,12.3
01/29/2025,0.34263328,12.1
01/30/2025,0.32847488,11.6
01/31/2025,0.43041536,15.2
02/01/2025,1.26576096,44.7
02/02/2025,0.57766272,20.4
02/03/2025,0.495544,17.5
02/04/2025,0.495544,17.5
02/05/2025,0.4530688,16
02/06/2025,0.4672272,16.5
02/07/2025,0.44174208,15.6
02/08/2025,0.38794016,13.7
02/09/2025,0.41342528,14.6
02/10/2025,0.39360352,13.9
02/11/2025,0.39360352,13.9
02/12/2025,0.35396,12.5
02/13/2025,0.43041536,15.2
02/14/2025,0.46439552,16.4
02/15/2025,0.39926688,14.1
02/16/2025,0.99675136,35.2
02/17/2025,2.41259136,85.2
02/18/2025,1.01657312,35.9
02/19/2025,0.72774176,25.7
02/20/2025,0.6088112,21.5
02/21/2025,0.5238608,18.5
02/22/2025,0.47572224,16.8
02/23/2025,0.45023712,15.9
02/24/2025,0.47572224,16.8
02/25/2025,0.61730624,21.8
02/26/2025,0.8919792,31.5
02/27/2025,1.132672,40
02/28/2025,1.25160256,44.2
03/01/2025,1.16665216,41.2
03/02/2025,0.94578112,33.4
03/03/2025,0.849504,30
03/04/2025,0.7503952,26.5
03/05/2025,1.28558272,45.4
03/06/2025,11.2134528,396
03/07/2025,4.1342528,146
03/08/2025,1.98783936,70.2
03/09/2025,1.43566176,50.7
03/10/2025,1.2600976,44.5
03/11/2025,1.1609888,41
03/12/2025,1.0901968,38.5
03/13/2025,1.02789984,36.3
03/14/2025,0.99958304,35.3
03/15/2025,0.96560288,34.1
03/16/2025,0.97126624,34.3
03/17/2025,4.6439552,164
03/18/2025,2.61080896,92.2
03/19/2025,1.70183968,60.1
03/20/2025,1.37902816,48.7
03/21/2025,1.34787968,47.6
03/22/2025,1.1468304,40.5
03/23/2025,1.01090976,35.7
03/24/2025,1.4583152,51.5
03/25/2025,1.9680176,69.5
03/26/2025,1.38469152,48.9
03/27/2025,1.1609888,41
03/28/2025,1.03639488,36.6
03/29/2025,0.96843456,34.2
03/30/2025,0.9627712,34
03/31/2025,0.95427616,33.7
04/01/2025,1.47813696,52.2
04/02/2025,1.11285024,39.3
04/03/2025,1.69334464,59.8
04/04/2025,1.53477056,54.2
04/05/2025,1.42433504,50.3
04/06/2025,2.10393824,74.3
04/07/2025,1.75280992,61.9
04/08/2025,1.58007744,55.8
04/09/2025,1.3167312,46.5
04/10/2025,1.15815712,40.9
04/11/2025,1.20629568,42.6
04/12/2025,2.23136384,78.8
04/13/2025,1.83209696,64.7
04/14/2025,1.43283008,50.6
04/15/2025,1.2600976,44.5
04/16/2025,1.13833536,40.2
04/17/2025,1.04205824,36.8
04/18/2025,0.94294944,33.3
04/19/2025,0.88348416,31.2
04/20/2025,0.81835552,28.9
04/21/2025,0.74756352,26.4
04/22/2025,1.11001856,39.2
04/23/2025,0.95993952,33.9
04/24/2025,0.82968224,29.3
04/25/2025,0.7645536,27
04/26/2025,1.53760224,54.3
04/27/2025,1.76413664,62.3
04/28/2025,1.20063232,42.4
04/29/2025,1.01090976,35.7
04/30/2025,0.8778208,31
05/01/2025,0.79570208,28.1
05/02/2025,0.82968224,29.3
05/03/2025,0.8636624,30.5
05/04/2025,0.96560288,34.1
05/05/2025,2.08694816,73.7
05/06/2025,6.937616,245
05/07/2025,4.5590048,161
05/08/2025,2.28233408,80.6
05/09/2025,4.4457376,157
05/10/2025,7.1641504,253
05/11/2025,3.2847488,116
05/12/2025,2.12659168,75.1
05/13/2025,1.699008,60
05/14/2025,1.46397856,51.7
05/15/2025,3.7661344,133
05/16/2025,2.81468992,99.4
05/17/2025,1.88873056,66.7
05/18/2025,1.65936448,58.6
05/19/2025,1.37053312,48.4
05/20/2025,1.15815712,40.9
05/21/2025,1.06471168,37.6
05/22/2025,3.9360352,139
05/23/2025,9.20296,325
05/24/2025,3.7944512,134
05/25/2025,2.265344,80
05/26/2025,1.80378016,63.7
05/27/2025,1.49229536,52.7
05/28/2025,1.31106784,46.3
05/29/2025,1.3308896,47
05/30/2025,1.20629568,42.6
05/31/2025,2.17189856,76.7
06/01/2025,2.1803936,77
06/02/2025,1.49512704,52.8
06/03/2025,1.14399872,40.4
06/04/2025,0.9344544,33
06/05/2025,0.849504,30
06/06/2025,0.74756352,26.4
06/07/2025,1.72449312,60.9
06/08/2025,1.43283008,50.6
06/09/2025,1.00807808,35.6
06/10/2025,1.02506816,36.2
06/11/2025,0.99958304,35.3
06/12/2025,0.76172192,26.9
06/13/2025,0.62580128,22.1
06/14/2025,0.56916768,20.1
06/15/2025,0.55784096,19.7
06/16/2025,0.49837568,17.6
06/17/2025,0.56350432,19.9
06/18/2025,0.6229696,22
06/19/2025,0.57766272,20.4
06/20/2025,0.50403904,17.8
06/21/2025,0.42192032,14.9
06/22/2025,0.3681184,13
06/23/2025,0.3398016,12
06/24/2025,0.30298976,10.7
06/25/2025,0.275522464,9.73
06/26/2025,0.270142272,9.54
06/27/2025,0.277221472,9.79
06/28/2025,0.259665056,9.17
06/29/2025,0.257966048,9.11
06/30/2025,0.214924512,7.59
07/01/2025,0.55784096,19.7
07/02/2025,1.60839424,56.8
07/03/2025,0.71924672,25.4
07/04/2025,0.69659328,24.6
07/05/2025,0.51819744,18.3
07/06/2025,0.37378176,13.2
07/07/2025,0.30582144,10.8
07/08/2025,0.3114848,11
07/09/2025,2.27667072,80.4
07/10/2025,2.83168,100
07/11/2025,1.33655296,47.2
07/12/2025,0.80136544,28.3
07/13/2025,0.59182112,20.9
07/14/2025,0.49271232,17.4
07/15/2025,0.46439552,16.4
07/16/2025,0.38794016,13.7
07/17/2025,0.34263328,12.1
07/18/2025,0.29449472,10.4
07/19/2025,0.255700704,9.03
07/20/2025,0.274956128,9.71
07/21/2025,0.3398016,12
07/22/2025,0.241825472,8.54
07/23/2025,0.205013632,7.24
07/24/2025,0.17698,6.25
07/25/2025,0.16423744,5.8
07/26/2025,0.155459232,5.49
07/27/2025,0.160273088,5.66
07/28/2025,0.21803936,7.7
07/29/2025,0.146397856,5.17
07/30/2025,0.132805792,4.69
07/31/2025,0.155176064,5.48
08/01/2025,0.71075168,25.1
08/02/2025,0.43607872,15.4
08/03/2025,0.31714816,11.2
08/04/2025,0.242958144,8.58
08/05/2025,0.199916608,7.06
08/06/2025,0.164803776,5.82
08/07/2025,0.145265184,5.13
08/08/2025,0.13733648,4.85
08/09/2025,0.117797888,4.16
08/10/2025,0.106471168,3.76
08/11/2025,0.098825632,3.49
08/12/2025,0.08636624,3.05
08/13/2025,0.08070288,2.85
08/14/2025,0.081835552,2.89
08/15/2025,0.078437536,2.77
08/16/2025,0.064845472,2.29
08/17/2025,0.08211872,2.9
08/18/2025,0.227383904,8.03
08/19/2025,0.09627712,3.4
08/20/2025,0.178112672,6.29
08/21/2025,0.61164288,21.6
08/22/2025,0.31714816,11.2
08/23/2025,0.232764096,8.22
08/24/2025,0.180661184,6.38
08/25/2025,0.148380032,5.24
08/26/2025,0.126576096,4.47
08/27/2025,0.10194048,3.6
08/28/2025,0.088914752,3.14
08/29/2025,0.133372128,4.71
08/30/2025,0.240126464,8.48
08/31/2025,0.127708768,4.51
09/01/2025,0.102506816,3.62
09/02/2025,0.09769296,3.45
09/03/2025,0.08636624,3.05
09/04/2025,0.09627712,3.4
09/05/2025,0.14724736,5.2
09/06/2025,0.29166304,10.3
09/07/2025,0.73906848,26.1
09/08/2025,0.46439552,16.4
09/09/2025,0.31431648,11.1
09/10/2025,0.236162112,8.34
09/11/2025,0.1840592,6.5
09/12/2025,0.14583152,5.15
09/13/2025,0.124877088,4.41
09/14/2025,0.111001856,3.92
09/15/2025,0.101090976,3.57
09/16/2025,0.092312768,3.26
09/17/2025,0.086932576,3.07
09/18/2025,0.078154368,2.76
09/19/2025,0.070508832,2.49
09/20/2025,0.061447456,2.17
09/21/2025,0.054085088,1.91
09/22/2025,0.047289056,1.67
09/23/2025,0.046156384,1.63
09/24/2025,0.43324704,15.3
09/25/2025,0.31997984,11.3
09/26/2025,0.28883136,10.2
09/27/2025,0.173298816,6.12
09/28/2025,0.125443424,4.43
09/29/2025,0.098259296,3.47
09/30/2025,0.08636624,3.05
10/01/2025,0.075889024,2.68
10/02/2025,0.071358336,2.52
10/03/2025,0.060314784,2.13
10/04/2025,0.06229696,2.2
10/05/2025,0.064562304,2.28
10/06/2025,0.052952416,1.87
10/07/2025,0.048988064,1.73
10/08/2025,0.13875232,4.9
10/09/2025,0.167352288,5.91
10/10/2025,0.101090976,3.57
10/11/2025,0.084384064,2.98
10/12/2025,0.111568192,3.94
10/13/2025,0.61730624,21.8
10/14/2025,0.38510848,13.6
10/15/2025,0.269859104,9.53
10/16/2025,0.210393824,7.43
10/17/2025,0.173581984,6.13
10/18/2025,0.15291072,5.4
10/19/2025,0.139884992,4.94
10/20/2025,0.68243488,24.1
10/21/2025,0.44740544,15.8
10/22/2025,0.8919792,31.5
10/23/2025,0.54651424,19.3
10/24/2025,0.37095008,13.1
10/25/2025,0.32847488,11.6
10/26/2025,0.241542304,8.53
10/27/2025,0.2194552,7.75
10/28/2025,0.194253248,6.86
10/29/2025,0.177546336,6.27
10/30/2025,0.41342528,14.6
10/31/2025,1.63104768,57.6
11/01/2025,0.6937616,24.5
11/02/2025,0.50403904,17.8
11/03/2025,0.424752,15
11/04/2025,0.47855392,16.9
11/05/2025,0.38510848,13.6
11/06/2025,0.36528672,12.9
11/07/2025,0.34263328,12.1
11/08/2025,0.44174208,15.6
11/09/2025,0.39926688,14.1
11/10/2025,0.4389104,15.5
11/11/2025,0.495544,17.5
11/12/2025,0.40776192,14.4
11/13/2025,0.37095008,13.1
11/14/2025,0.34546496,12.2
11/15/2025,0.33130656,11.7
11/16/2025,0.85799904,30.3
11/17/2025,0.58615776,20.7
11/18/2025,0.47572224,16.8
11/19/2025,0.42192032,14.9
11/20/2025,0.38794016,13.7
11/21/2025,0.35679168,12.6
11/22/2025,0.40209856,14.2
11/23/2025,0.3964352,14
11/24/2025,0.36245504,12.8
11/25/2025,0.34829664,12.3
11/26/2025,0.75889024,26.8
11/27/2025,0.56916768,20.1
11/28/2025,0.52102912,18.4
11/29/2025,0.4105936,14.5
11/30/2025,0.3964352,14
12/01/2025,0.48988064,17.3
12/02/2025,0.82968224,29.3
12/03/2025,1.56025568,55.1
12/04/2025,0.8919792,31.5
12/05/2025,0.63995968,22.6
12/06/2025,0.55784096,19.7
12/07/2025,0.51536576,18.2
12/08/2025,0.47005888,16.6
12/09/2025,0.44174208,15.6
12/10/2025,0.48421728,17.1
12/11/2025,0.6229696,22
12/12/2025,0.52102912,18.4
12/13/2025,0.44457376,15.7
12/14/2025,0.43607872,15.4
12/15/2025,0.42192032,14.9
12/16/2025,0.43041536,15.2
12/17/2025,0.40209856,14.2
12/18/2025,0.39926688,14.1
12/19/2025,3.2281152,114
12/20/2025,3.9360352,139
12/21/2025,1.46681024,51.8
12/22/2025,0.920296,32.5
12/23/2025,0.78720704,27.8
12/24/2025,0.77021696,27.2
12/25/2025,0.68526656,24.2
12/26/2025,0.72774176,25.7
12/27/2025,0.72774176,25.7
12/28/2025,1.132672,40
12/29/2025,1.31106784,46.3
12/30/2025,1.56591904,55.3
12/31/2025,1.0335632,36.5
